Airport Name,City,Country,3 Char Code,Identifier,Lat,Long,rand1,rand2,rand3
Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,-22.4340992,-151.3609924,18,-10,U
Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,-23.36540031,-149.5240021,7,-10,U
Anaa Airport,Anaa,French Polynesia,AAA,NTGA,-17.3526001,-145.5099945,10,-10,U
Fangatau Airport,Fangatau,French Polynesia,\N,NTGB,-15.81989956,-140.8869934,9,-10,U
Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.1196003,-148.2310028,6,-10,U
Reao Airport,Reao,French Polynesia,REA,NTGE,-18.46590042,-136.4400024,12,-10,U
Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,-16.05410004,-145.6569977,13,-10,U
Manihi Airport,Manihi,French Polynesia,XMH,NTGI,-14.4368,-146.0700073,14,-10,U
Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,-23.07990074,-134.8899994,7,-9,U
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.66329956,-146.8849945,11,-10,U
Makemo Airport,Makemo,French Polynesia,MKP,NTGM,-16.58390045,-143.6580048,3,-10,U
Puka Puka Airport,Puka Puka,French Polynesia,PKP,NTGP,-14.80949974,-138.8130035,5,-10,U
Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.70950031,-145.2460022,12,-10,U
Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.2482996,-146.6170044,9,-10,U
Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,-14.86810017,-148.7169952,11,-10,U
Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580006,-145.0249939,13,-10,U
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795599937,-140.2290039,220,-9.5,U
Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.44440079,-151.7510071,10,-10,U
Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,-14.95429993,-147.6609955,10,-10,U
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,-16.68720055,-151.0220032,7,-10,U
Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,-17.48999977,-149.7619934,9,-10,U
Hao Airport,Hao Island,French Polynesia,HOI,NTTO,-18.07480049,-140.9459991,10,-10,U
Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,-16.42650032,-152.2440033,15,-10,U
Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003,3,-10,U
Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.69930077,168.3200073,70,11,U
Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430031,164.8370056,23,11,U
Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.54630089,164.2559967,42,11,U
Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.77479935,167.2400055,92,11,U
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078,166.4730072,10,11,U
Maré Airport,Mare,New Caledonia,MEE,NWWR,-21.4817009,168.0379944,141,11,U
Touho Airport,Touho,New Caledonia,TOU,NWWU,-20.79000092,165.2590027,10,11,U
Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,-20.6406002,166.572998,23,11,U
La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075,166.2129974,52,11,U
Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986,174.7920074,23,12,Z
Taupo Airport,Taupo,New Zealand,TUO,NZAP,-38.73970032,176.0839996,1335,12,Z
Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,-37.02970123,174.9730072,111,12,Z
Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939896,172.5319977,123,12,Z
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,-43.81000137,-176.4570007,43,12.75,Z
Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.92810059,170.197998,4,12,Z
Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.66329956,177.9779968,15,12,Z
Glentanner Airport,Glentanner,New Zealand,\N,NZGT,-43.90670013,170.128006,1824,12,Z
Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,-42.71360016,170.9850006,146,12,Z
Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.86669922,175.3320007,172,12,Z
Hastings Aerodrome,Hastings,New Zealand,\N,NZHS,-39.646702,176.766998,72,12,Z
Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,-35.26279831,173.9120026,492,12,Z
Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,-35.06999969,173.2850037,270,12,Z
Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,-45.21170044,169.3730011,752,12,Z
Mount Cook Airport,Mount Cook,New Zealand,MON,NZMC,-43.76499939,170.1329956,2153,12,Z
Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,-45.53310013,167.6499939,687,12,Z
Hood Airport,Masterton,New Zealand,MRO,NZMS,-40.97330093,175.6340027,364,12,Z
New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,-39.00859833,174.1790009,97,12,Z
Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.2983017,173.220993,17,12,Z
Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,-46.41239929,168.3130035,5,12,Z
RNZAF Base Ohakea,Ohakea,New Zealand,\N,NZOH,-40.20600128,175.3880005,164,12,Z
Oamaru Airport,Oamaru,New Zealand,OAM,NZOU,-44.97000122,171.0820007,99,12,Z
Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.3205986,175.6170044,151,12,Z
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,-40.90470123,174.9889984,22,12,Z
Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.02109909,168.7389984,1171,12,Z
Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,-38.10919952,176.3170013,935,12,Z
Waiouru Airport,Waiouru,New Zealand,\N,NZRU,-39.44639969,175.6580048,2686,12,Z
South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,-90,0,9300,12,U
Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.6719017,176.1959991,13,12,Z
Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922,171.2250061,89,12,Z
Pukaki Airport,Pukaki,New Zealand,\N,NZUK,-44.23500061,170.1179962,1575,12,Z
Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991,173.8699951,109,12,Z
Williams Field,Weydon,Antarctica,\N,NZWD,-77.86740112,167.0570068,68,12,N
Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,-44.72219849,169.2460022,1142,12,Z
Wigram Airport,Wigram,New Zealand,\N,NZWG,-43.55110168,172.5529938,74,12,Z
Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089,176.9140015,20,12,Z
Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.32720184,174.8049927,41,12,Z
Wairoa Airport,Wairoa,New Zealand,\N,NZWO,-39.00690079,177.4069977,42,12,Z
RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,\N,NZWP,-36.78779984,174.6300049,100,12,Z
Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991,174.3650055,133,12,Z
Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814,171.5809937,13,12,Z
Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016,175.0249939,27,12,Z
Herat Airport,Herat,Afghanistan,HEA,OAHR,34.20999908,62.22829819,3206,4.5,U
Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979935,70.49859619,1814,4.5,U
Kabul International Airport,Kabul,Afghanistan,KBL,OAKB,34.5658989,69.21230316,5877,4.5,U
Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.50580025,65.84780121,3337,4.5,U
Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139,64.7609024,2743,4.5,U
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155,67.20970154,1284,4.5,U
Shindand Airport,Shindand,Afghanistan,\N,OASD,33.3913002,62.26100159,3773,4.5,U
Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.75080109,65.91320038,1053,4.5,U
Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.6651001,68.91079712,1457,4.5,U
Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079964,50.63359833,6,3,U
Sheik Isa Air Base,Bahrain,Bahrain,\N,OBBS,25.91839981,50.59059906,136,3,U
Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.24040031,42.65660095,6858,3,U
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.2852993,49.48519897,588,3,U
Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.29610062,41.63430023,5486,3,U
Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.9843998,42.6208992,3887,3,U
Abqaiq Airport,Abqaiq,Saudi Arabia,\N,OEBQ,25.91130066,49.59120178,229,3,U
King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.47120094,49.79790115,72,3,U
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.26539993,50.15200043,84,3,U
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.90110016,42.58580017,20,3,U
Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922,43.7743988,2126,3,U
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3,U
Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,3,U
Jubail Airport,Jubail,Saudi Arabia,\N,OEJB,27.03899956,49.40510178,26,3,U
King Faisal Naval Base,Jeddah,Saudi Arabia,\N,OEJF,21.34810066,39.17300034,7,3,U
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3,U
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT,OEKK,27.9009,45.528198,1352,3,U
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.55340004,39.70510101,2151,3,U
Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.6114006,44.4192009,3982,3,U
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3,U
Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,OEPC,25.17449951,47.48839951,1740,3,U
Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,OEPF,24.71030045,44.96450043,2530,3,U
Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,OEPJ,24.1072998,41.0359993,2840,3,U
Rabigh Airport,Rabigh,Saudi Arabia,\N,OERB,22.70260048,39.06980133,22,3,U
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.62639999,43.49060059,1474,3,U
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.95759964,46.69879913,2049,3,U
Ras Mishab Airport,Rash Mishab,Saudi Arabia,\N,OERM,28.07959938,48.61100006,13,3,U
Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095,41.13819885,1813,3,U
Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,OERT,26.72310066,50.03079987,6,3,U
Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893,2363,3,U
Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.4647007,45.61959839,2021,3,U
Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,U
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U
Thumamah Airport,Thumamah,Saudi Arabia,\N,OETH,25.21299934,46.64099884,1870,3,U
Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,OETN,27.86779976,48.76910019,30,3,U
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3,U
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860077,36.47639847,66,3,U
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3,U
Abadan Airport,Abadan,Iran,ABD,OIAA,30.37109947,48.22829819,10,3.5,E
Dezful Airport,Dezful,Iran,\N,OIAD,32.434399,48.397598,474,3.5,E
Aghajari Airport,Aghajari,Iran,\N,OIAG,30.7444,49.6772,88,3.5,E
Gachsaran Airport,Gachsaran,Iran,\N,OIAH,30.33760071,50.82799912,2414,3.5,E
Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,OIAI,32.00239944,49.270401,1206,3.5,E
Omidiyeh Airport,Omidyeh,Iran,\N,OIAJ,30.83519936,49.53490067,85,3.5,E
Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620003,49.15190125,8,3.5,E
Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.33740044,48.76200104,66,3.5,E
Abumusa Island Airport,Abumusa I.,Iran,\N,OIBA,25.8757,55.03300095,23,3.5,E
Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.94479942,50.83459854,68,3.5,E
Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989,54.3185997,1350,3.5,E
Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501,15,3.5,E
Kish International Airport,Kish Island,Iran,KIH,OIBK,26.52619934,53.98020172,101,3.5,E
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858,67,3.5,E
Khark Island Airport,Khark Island,Iran,\N,OIBQ,29.26029968,50.32389832,17,3.5,E
Sirri Island Airport,Siri Island,Iran,\N,OIBS,25.90889931,54.53939819,43,3.5,E
Lavan Island Airport,Lavan Island,Iran,\N,OIBV,26.81030083,53.35630035,76,3.5,E
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.34590149,47.15810013,4307,3.5,E
Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.2458992,47.00920105,4522,3.5,E
Hesa Airport,Daran,Iran,\N,OIFE,32.92890167,51.56110001,5256,3.5,E
Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.56700134,51.6916008,5310,3.5,E
Kashan Airport,Kashan,Iran,\N,OIFK,33.89530182,51.57699966,3465,3.5,E
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080109,51.86130142,5059,3.5,E
Badr Air Base,Sepah,Iran,\N,OIFP,32.62110138,51.6969986,5242,3.5,E
Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,E
Arak Airport,Arak,Iran,\N,OIHR,34.13809967,49.84730148,5440,3.5,E
Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209885,50.45080185,3769,3.5,E
Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400116,50.80619812,3008,3.5,E
Doshan Tappeh Air Base,Teheran,Iran,\N,OIID,35.70299911,51.47510147,4046,3.5,E
Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.64479828,51.38069916,3627,3.5,E
Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135,51.31340027,3962,3.5,E
Qazvin Airport,Ghazvin,Iran,\N,OIIK,36.240101,50.0471,4184,3.5,E
Naja Airport,Khoram Dareh,Iran,\N,OIIM,35.77629852,50.88100052,4040,3.5,E
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999,22,3.5,E
Jiroft Airport,Jiroft,Iran,\N,OIKJ,28.7269001,57.67029953,2663,3.5,E
Kerman Airport,Kerman,Iran,KER,OIKK,30.27440071,56.9510994,5741,3.5,E
Havadarya Airport,Bandar Abbas,Iran,\N,OIKP,27.1583004,56.17250061,19,3.5,E
Dayrestan Airport,Gheshm I.,Iran,\N,OIKQ,26.75460052,55.90240097,45,3.5,E
Sirjan Airport,Sirjan,Iran,\N,OIKY,29.55089951,55.67269897,5846,3.5,E
Birjand Airport,Birjand,Iran,XBJ,OIMB,32.89810181,59.26610184,4952,3.5,E
Sarakhs Airport,Sarakhs,Iran,\N,OIMC,36.50120163,61.06489944,945,3.5,E
Shahroud Airport,Emam Shahr,Iran,\N,OIMJ,36.4253006,55.10419846,4215,3.5,E
Tabas Airport,Tabas,Iran,\N,OIMT,33.6678009,56.8927002,2312,3.5,E
Kalaleh Airport,Kalaleh,Iran,\N,OINE,37.38330078,55.45199966,425,3.5,E
Ramsar Airport,Ramsar,Iran,RZR,OINR,36.90990067,50.67959976,-70,3.5,E
Fasa Airport,Fasa,Iran,\N,OISF,28.89179993,53.72330093,4261,3.5,E
Jahrom Airport,Jahrom,Iran,\N,OISJ,28.58670044,53.57910156,3358,3.5,E
Lamerd Airport,Lamerd,Iran,\N,OISR,27.37269974,53.18880081,1337,3.5,E
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919983,52.58980179,4920,3.5,E
Khoy Airport,Khoy,Iran,\N,OITK,38.42750168,44.97359848,3981,3.5,E
Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.13389969,46.23500061,4459,3.5,E
Zanjan Airport,Zanjan,Iran,\N,OITZ,36.77370071,48.3594017,5382,3.5,E
Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048996,54.2765007,4054,3.5,E
Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093,61.54389954,1628,3.5,E
Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.44330025,60.38209915,43,3.5,E
Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570038,60.90620041,4564,3.5,E
Iran Shahr Airport,Iran Shahr,Iran,\N,OIZI,27.23609924,60.72000122,2040,3.5,E
Saravan Airport,Saravan,Iran,\N,OIZS,27.41930008,62.31579971,3930,3.5,E
Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395,2,E
Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.97270012,35.99160004,2555,2,E
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160088,35.01810074,175,2,E
Prince Hassan Air Base,Hotel Four,Jordan,\N,OJHF,32.160702,37.149399,2220,2,E
Jerusalem Airport,Jerusalem,West Bank,\N,OJJR,31.86470032,35.21920013,2485,2,U
King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201,2240,2,E
Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.22660065,47.96889877,206,3,U
Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951,87,2,E
Rene Mouawad Air Base,Kleiat,Lebanon,\N,OLKA,34.58929825,36.01129913,75,2,E
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88,4,U
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.42830086,54.45809937,16,4,U
Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.0739994,52.46360016,50,4,U
Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.18740082,52.61399841,43,4,U
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,\N,OMAM,24.24819946,54.54769897,77,4,U
Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.78050041,52.55989838,15,4,U
Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.14620018,52.87369919,12,4,U
Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.86249161,53.07714081,14,4,U
Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62,4,U
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.11219978,56.32400131,152,4,U
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.6135006,55.93880081,102,4,U
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047,111,4,U
Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099953,56.24060059,100,4,U
Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978,58.89049911,64,4,U
Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59329987,58.28440094,48,4,U
Salalah Airport,Salalah,Oman,SLL,OOSA,17.0387001,54.09130096,73,4,U
Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.66600037,54.02460098,1570,4,U
Bhagatanwala Airport,Bhagtanwala,Pakistan,\N,OPBG,32.05609894,72.9484024,600,5,N
Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.36499977,72.99479675,591,5,N
Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329926,62.32949829,36,5,N
Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.91880035,74.33360291,4796,5,N
Shahbaz Air Base,Jacobsbad,Pakistan,\N,OPJA,28.28420067,68.4496994,185,5,N
Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,N
Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.52160072,74.4036026,712,5,N
Walton Airport,Lahore,Pakistan,\N,OPLH,31.49480057,74.34619904,679,5,N
Mangla Airport,Mangla,Pakistan,\N,OPMA,33.05009842,73.63839722,902,5,N
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.3390007,73.50859833,2691,5,N
Mianwali Air Base,Mianwali,Pakistan,\N,OPMI,32.56309891,71.5707016,690,5,N
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.33519936,68.14309692,154,5,N
Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.89360046,66.938797,35,5,N
Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319939,71.4190979,403,5,N
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,5,N
Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.74099922,73.35769653,568,5,N
Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.9545002,64.13249969,3289,5,N
Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064,63.3451004,33,5,N
Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.9939003,71.51460266,1158,5,N
Qasim Airport,Qasim,Pakistan,\N,OPQS,33.56019974,73.03320313,1581,5,N
Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.25139999,66.93779755,5267,5,N
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.38389969,70.27960205,271,5,N
Benazir Bhutto International Airport,Islamabad,Pakistan,ISB,OPRN,33.61669922,73.09919739,1668,5,N
Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.08110046,71.97260284,1050,5,N
Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.84970093,73.79810333,5479,5,N
Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227,196,5,N
Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.81359863,72.35279846,3183,5,N
Sui Airport,Sui,Pakistan,SUL,OPSU,28.64509964,69.17690277,763,5,N
Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149933,68.83840179,28,5,N
Wana Airport,Wana,Pakistan,\N,OPWN,32.30469894,69.57039642,4550,5,N
Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.35840034,69.46360016,4728,5,N
Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175,11,3,U
Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839,37.22439957,1276,2,E
Damascus International Airport,Damascus,Syria,DAM,OSDI,33.41149902,36.5155983,2020,2,E
Deir ez-Zor Airport,Deire Zor,Syria,DEZ,OSDZ,35.28540039,40.17599869,700,2,E
Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.40110016,35.94869995,157,2,E
Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898,1322,2,E
Doha International Airport,Doha,Qatar,\N,OTBD,25.26110077,51.56510162,35,3,U
Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812005,-171.7100067,9,13,U
Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019,145.2429962,607,10,U
Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.11900043,145.7290039,215,10,U
Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.929993,627,10,U
Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.48340034,144.7960052,298,10,U
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.99919987,145.6190033,271,10,U
Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760208,171.2720032,6,12,U
Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.396889687,167.470993,9,12,U
Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.72012043,167.7319946,9,12,U
Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.98616004,-157.3500061,5,-12,U
Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021,-177.3809967,13,-11,U
Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870193,151.8430023,11,10,U
Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792,158.2089996,10,11,U
Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.367650032,134.5440063,176,9,U
Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,11,U
Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993,91,10,U
Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.42790031,118.3590012,93,8,U
Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.67239952,120.461998,78,8,U
Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.85510063,121.237999,790,8,U
Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.75499916,121.1019974,143,8,U
Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.6739006,121.4660034,28,8,U
Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075,120.3499985,31,8,U
Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962,120.3929977,85,8,U
Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.02700043,121.5350037,44,8,U
Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469994,120.6210022,663,8,N
Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.9503994,120.2060013,63,8,U
Hsinchu Air Base,Hsinchu,Taiwan,\N,RCPO,24.81800079,120.939003,26,8,U
Makung Airport,Makung,Taiwan,MZG,RCQC,23.56870079,119.6279984,103,8,U
Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.79310036,121.1819992,121,8,U
Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.70019913,120.4820023,97,8,U
Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940079,121.552002,18,8,U
Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U
