Airport Name,City,Country,3 Char Code,Identifier,Lat,Long,rand1,rand2,rand3
Robertson Field,Plainville,United States,4B8,\N,41.6893333,-72.8646944,202,-5,A
Williams County Airport,Bryan,United States,0G6,\N,41.4673056,-84.5067778,730,-5,A
Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.97669983,-82.75869751,71,-5,A
South Lakeland Airport,Lakeland,United States,X49,\N,27.9333581,-82.0439739,110,-5,A
Scatsta Airport,Scatsta,United Kingdom,\N,\N,60.433,-1.3,0,0,U
North Sea,Buchan Alpha,United Kingdom,\N,\N,57.9039,0.0319,0,0,U
North Sea,Buchan Alpha,United Kingdom,\N,\N,57.9039,0.0319,0,0,U
North Sea,Claymore,United Kingdom,\N,CLAA,58.4494,-0.2536,0,0,U
North Sea,FPSO Anasuria,United Kingdom,\N,ANAS,57.1524,0.0483,0,0,U
North Sea,BP Bruce,United Kingdom,\N,BRU1,58.44,2.33,0,0,U
North Sea,Buchan Alpha,United Kingdom,\N,BUCA,57.9039,0.0319,0,0,U
North Sea,Buzzard,United Kingdom,\N,BUZZ,56.8,0.766,0,0,U
North Sea,Clyde,United Kingdom,\N,CLY1,56.45,2.2833,0,0,U
North Sea,Cormorant Alpha,United Kingdom,\N,COA1,61.2333,-1.15,0,0,U
Orlampa Inc Airport,Forties Alpha,United Kingdom,\N,FA08,28.16699982,-81.80809784,139,-5,U
North Sea,Forties Charlie,United Kingdom,\N,FC08,57.7167,-1.0167,0,0,U
North Sea,Fulmar,United Kingdom,\N,FUA1,56.48,2.13,0,0,U
North Sea,Gannet Alpha,United Kingdom,\N,GAA1,57.3,1.2,0,0,U
North Sea,Montrose Alpha,United Kingdom,\N,MOA1,57.4506,1.3883,0,0,U
North Sea,Tern,United Kingdom,\N,TEA1,61.3333,0.8333,0,0,U
Atlantic Ocean,FPSO Xikomba,Angola,\N,XKSO,-6.0333,11.0166,0,0,U
Zoo,Berlin,Germany,QWC,\N,52.507222,13.3325,120,1,E
Frankfurt Oder Hbf,Frankfurt Oder,Germany,ZFR,\N,52.336944,14.547222,177,1,E
Gare de Lyon,Paris,France,PLY,\N,48.844722,2.373611,129,1,E
Gare de LEst,Paris,France,XHP,\N,48.876944,2.359167,149,1,E
All Airports,Paris,France,PAR,\N,48.856389,2.352222,107,1,E
Ostbahnhof,Berlin,Germany,BHF,\N,52.51,13.434722,135,1,E
All Airports,London,United Kingdom,LON,\N,51.508056,-0.127778,66,0,E
All Airports,New York,United States,NYC,\N,40.714167,-74.005833,31,-5,A
All Airports,Chicago,United States,CHI,\N,41.883611,-87.631667,596,-6,A
Chicago Meigs Airport,Chicago,United States,CGX,KCGX,41.85879898,-87.60790253,593,-6,A
All Airports,Tokyo,Japan,TYO,\N,35.689444,139.691667,123,9,U
All Airports,Beijing,China,BJS,\N,39.904167,116.407222,171,8,U
All Airports,Milan,Italy,MIL,\N,45.463611,9.188056,402,1,E
All Airports,Washington,United States,WAS,\N,38.889444,-77.035278,25,-5,A
All Airports,Montreal,Canada,YMQ,\N,45.508611,-73.553889,53,-5,A
All Airports,Toronto,Canada,YTO,\N,43.653056,-79.383056,302,-5,A
Longhua Airport,Shanghai,China,\N,ZSSL,31.166944,121.453611,14,8,U
Pickens County Airport,Jasper,United States,JZP,KJZP,34.45339966,-84.45739746,1535,-5,A
Gesundbrunnen,Berlin,Germany,BGS,\N,52.548611,13.389444,150,1,E
Saarmund Airport,Saarmund,Germany,\N,EDCS,52.30833435,13.10055637,174,1,E
Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE,33.81169891,-78.72389984,32,-5,A
Sun Moon Lake Airport,Sun Moon Lake,Taiwan,SMT,\N,23.8833,120.933,2405,8,U
Lansing Municipal Airport,Lansing,United States,IGQ,KIGQ,41.53490067,-87.52950287,620,-6,A
Bloyer Field,Tomah,United States,Y72,\N,43.9762222,-90.4806111,966,-6,A
Ramona Airport,Ramona,United States,RNM,KRNM,33.03919983,-116.9150009,1395,-8,A
Pont Sur Yonne Airfield,Pont Sur Yonne,France,\N,LFGO,48.289172,3.247912,236,1,E
St Florentin Cheu Airfield,St Florentin Cheu,France,\N,LFGP,47.98019,3.775583,351,1,E
Saulieu Liernais Airfield,Saulieu,France,\N,LFEW,47.239399,4.26583,1722,1,E
Olten Airport,Olten,Switzerland,\N,LSPO,47.3443985,7.88944006,0,1,E
Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.974444,8.396944,1475,1,E
Ambri Airport,Quinto,Switzerland,\N,LSPM,46.512501,8.68978,3241,1,E
Lodrino Air Base,Lodrino,Switzerland,\N,LSML,46.29589844,8.99213028,0,1,E
Roudnice Airport,Roudnice nad Lebem,Czech Republic,\N,LKRO,50.41059875,14.2261,732,1,E
Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,\N,LKUL,50.699699,13.9697,791,1,E
Mauterndorf Airport,Mauterndorf,Austria,\N,LOSM,47.13249969,13.69690037,3642,1,E
Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,\N,LOKN,46.58110046,13.62919998,1801,1,E
Karlsruhe-Forchheim Airport,Karlsruhe,Germany,\N,EDTK,48.9843,8.3355,381,1,E
Weinheim/Bergstraße Airport,Weinheim,Germany,\N,EDGZ,49.56750107,8.610555649,318,1,E
Meaux Esbly Airport,Meaux,France,\N,LFPE,48.92779922,2.835279942,217,1,E
Château-Thierry - Belleau Airport,Chateau-Thierry,France,\N,LFFH,49.06719971,3.356940031,728,1,E
Branch County Memorial Airport,Coldwater,United States,OEB,KOEB,41.9333992,-85.05259705,959,-5,A
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.29719925,-75.85119629,545,-5,A
Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN,41.68399811,-81.38970184,626,-5,A
Taoyuan Air Base,Taoyuan,Taiwan,\N,RCGM,25.05660057,121.2442627,144,8,U
Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.68042793,-52.11163044,50,-3,E
Civitavecchia,Civitavecchia,Italy,\N,\N,42.6,11.48,0,1,E
Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ,40.926,107.7428,3400,8,U
Capital City Airport,Frankfort,United States,FFT,KFFT,38.18249893,-84.90470123,806,-5,A
Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.04850006,-70.28350067,288,-5,A
Inowroclaw Military Air Base,Inowroclaw,Poland,\N,EPIR,52.82939911,18.33060074,259,1,E
Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,\N,EPPR,54.248001,18.6716,21,1,E
Florence,Florence,United States,6S2,\N,43.9828168,-124.1113687,51,-8,A
Martin Campbell Field Airport,Copperhead,United States,1A3,\N,35.0158056,-84.3468333,1789,-5,A
Sudkreuz,Berlin,Germany,\N,BPAP,52.475556,13.364444,136,1,E
Naval Air Station,Glenview,United States,NBU,KNBU,42.090556,-87.8225,653,-6,A
Bloyer Field,Tomah,United States,\N,KY72,43.97499847,-90.48349762,966,-6,A
Yongning Air Base,Beijing,China,\N,CN-0,40.50310135,116.1080017,1677,8,U
Marco Island Airport,Marco Island Airport,United States,MRK,KMKY,25.99500084,-81.67250061,5,-5,A
Boipeba,Boipeba Island,Brazil,\N,\N,-13.565589,-38.939241,5,-3,S
Boipeba,Boipeba Island,Brazil,\N,\N,-13.565589,-38.939241,5,-3,S
Drummond Island Airport,Drummond Island,United States,DRM,KDRM,46.00930023,-83.74389648,668,-5,A
Garland Airport,Lewiston,United States,8M8,\N,44.8065278,-84.2761944,1218,-5,A
Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.97060013,-84.47499847,776,-5,A
Lowell City Airport,Lowell,United States,24C,\N,42.95392,-85.3439058,681,-5,A
South Haven Area Regional Airport,South Haven,United States,LWA,KLWA,42.3512001,-86.25569916,666,-5,A
Schaumburg Regional,Schaumburg,United States,06C,\N,41.9893408,-88.1012428,801,-6,A
Khulna Seaplane Landing Site,Khulna,Bangladesh,\N,\N,22.464897,89.351261,0,6,N
Khulna Seaplane Landing Site,Khulna,Bangladesh,\N,\N,22.464897,89.351261,0,6,N
Khulna Seaplane Landing Site,Khulna,Bangladesh,\N,\N,22.464897,89.351261,0,6,N
Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.63690186,-90.18930054,1277,-6,A
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.36029816,-89.83899689,1021,-6,A
Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.83110046,-90.32910156,708,-6,A
Wiescheid,Langenfeld,Germany,\N,\N,51.141663,6.987305,1000,1,E
Wadi Rum,Wadi Rum Desert,Jordan,\N,\N,29.682087,35.470734,1000,2,U
Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.58420181,-70.91649628,107,-5,A
Priob\\'e,Priob\\'e,Russia,\N,\N,62.5461,65.6261,200,5,N
Nagaur Airport,Nagaur,India,\N,VI73,27.20829964,73.71140289,950,5.5,U
Ostafyevo International Airport,Moscow,Russia,\N,UUMO,55.51169968,37.50719833,568,3,N
Oakdale Airport,Oakdale,United States,O27,\N,37.7563333,-120.8001944,237,-8,A
Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.35279846,-72.67939758,199,-5,A
Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.77389908,-90.32489777,331,-6,A
Somerset Airport,Somerville,United States,\N,KSMQ,40.62599945,-74.67019653,105,-5,A
Eastport Municipal Airport,Eastport,United States,EPM,KEPM,44.91009903,-67.01270294,45,-5,A
Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999,-91.42849731,671,-6,A
Banks Airport,Swans Island,United States,ME5,\N,44.1653889,-68.4281667,100,-5,A
Perth/Scone Airport,Perth,United Kingdom,PSL,EGPT,56.43920135,-3.372220039,397,0,E
Caernarfon Airport,Caernarfon,United Kingdom,\N,EGCK,53.10181944,-4.337613889,1,0,E
Grefrath-Niershorst Airport,Grefrath,Germany,\N,EDLF,51.33388901,6.359444141,105,1,E
Offenburg,Offenburg,Germany,\N,\N,48.4711,7.9411,535,1,E
Oberwolfach,Oberwolfach,Germany,\N,\N,48.3167,8.2167,1060,1,E
Karlsruhe Hbf,Karlsruhe,Germany,\N,\N,49.0135,8.4044,377,1,E
Lichtenwalde,Lichtenwalde,Germany,\N,\N,50.8833,13.0167,984,1,E
Karlsruhe,Karlsruhe,Germany,\N,\N,49.0135,8.4044,377,1,E
Holzhau,Holzhau,Germany,\N,\N,50.7333334,13.6,1969,1,E
Porto,Porto,Portugal,\N,\N,41.1667,8.5833,341,1,E
Lisboa-Oriente,Lisboa,Portugal,\N,\N,38.424972,9.82179,7,0,E
Bad Herrenalb,Bad Herrenalb,Germany,\N,\N,48.7976817,8.4361503,1198,1,E
St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.93450165,-93.05999756,705,-6,A
Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.26150131,17.09910011,88,1,E
Newcastle Aerodrome,Newcastle,Ireland,\N,EINC,53.07109833,-6.04527998,1,0,E
Saravane Airport,Saravane,Laos,VNA,VLSV,15.70943921,106.4106989,574,7,U
Lisboa-Oriente,Lisboa,Portugal,\N,\N,38.7,9.1833,6,0,E
Lisboa-Oriente,Lisboa-Oriente,Portugal,\N,\N,38.7,-9.1833,6,0,E
Zurich,Zurich,Switzerland,\N,\N,47.369,8.538,1339,1,E
Bagdad Airport,Bagdad,United States,E51,\N,34.5958528,-113.170195,4183,-7,A
Segeletz Airport,Segeletz,Germany,\N,EDAI,52.82666779,12.54194355,141,1,E
Fuentemilanos Airport,Segovia,Spain,\N,LEFM,40.88861084,-4.237500191,3307,1,E
Akeno Airport,Akeno,Japan,\N,RJOE,34.53329849,136.6719971,20,9,U
Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,\N,UHPK,56.23860168,162.6880035,200,12,N
Oconomowoc Airport,Oconomowoc,United States,\N,0WI8,43.13890076,-88.47229767,885,-6,A
Kozyrevsk Airport,Kozyrevsk,Russia,\N,UHPO,56.09000015,159.8766632,331,12,N
Dikson Airport,Dikson,Russia,DKS,UODD,73.51780701,80.37966919,47,7,N
Beverley Airport,Mine Site,Australia,\N,YBEE,-30.18670082,139.5579987,116,9.5,O
Bogande Airport,Bogande,Canada,XBG,\N,48.329498,-70.995697,531,-5,A
Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859818,-9.48416996,7,0,E
Reeroe Airport,Caherciveen,Ireland,CHE,\N,51.933334,-10.233333,314,0,E
Aliwal North Airport,Aliwal North,South Africa,\N,FAAN,-30.68000031,26.72999954,4405,2,U
Alkantpan Copper Airport,Alkantpan,South Africa,\N,FACO,-29.90640068,22.31669998,3589,2,U
Alldays Airport,Alldays,South Africa,ADY,FAAL,-22.67900085,29.05550003,2600,2,U
Barberton Airport,Barberton,South Africa,\N,FABR,-25.716869,30.97518,2250,2,U
Ocean Ridge Airport,Gualala,United States,E55,\N,38.8016111,-123.5306389,940,-8,A
Kent State Airport,Kent,United States,1G3,\N,41.1513889,-81.4151111,1134,-5,A
Butler Co Regional Airport - Hogan Field,Hamilton,United States,\N,KHAO,39.36380005,-84.52200317,633,-5,A
Bungoma Airport,Bungoma,Kenya,\N,HKBU,0.576207995,34.55345154,4726,3,U
Bura East Airport,Bura,Kenya,\N,HKBR,-1.100000024,39.95000076,345,3,U
Busia Airport,Busia,Kenya,\N,HKBA,0.457085013,34.13027954,3989,3,U
Embu Airport,Embu,Kenya,\N,HKEM,-0.57327,37.49726,4150,3,U
Garba Tula Airport,Garba Tula,Kenya,\N,HKGT,0.532999992,38.51699829,2000,3,U
Garissa Airport,Garissa,Kenya,GAS,HKGA,-0.46350801,39.64830017,475,3,U
Hola Airport,Hola,Kenya,HOA,HKHO,-1.521999955,40.00400162,195,3,U
Homa Bay Airport,Homa Bay,Kenya,\N,HKHB,-0.600000024,34.46699905,4280,3,U
Isiolo Airport,Isiolo,Kenya,\N,HKIS,0.338170946,37.59169388,3495,3,U
Kalokol,Kalokol,Kenya,KLK,HYFG,3.49,35.84,1296,3,U
Kericho Airport,Kericho,Kenya,KEY,HKKR,-0.416999996,35.25,6562,3,U
Kilaguni Airport,Kilaguni,Kenya,ILU,HKKL,-2.910609961,38.06520081,2750,3,U
Kerio Valley,Kimwarer,Kenya,KRV,\N,0.1912,35.3954,7095,3,U
Andavadoaka,Andavadoaka,Madagascar,DVD,\N,-22.111111,43.270556,27,3,U
Antsirabe Airport,Antsirabe,Madagascar,ATJ,FMME,-19.83922148,47.06371307,4997,3,U
Bekily Airport,Bekily,Madagascar,OVA,FMSL,-24.23569475,45.30452728,1270,3,U
Ust-Tsylma Airport,Ust-Tsylma,Russia,\N,UUYX,65.43729401,52.20033646,262,3,N
Atlantic City Rail Terminal,Atlantic City NJ,United States,ZRA,\N,39.3665,-74.442,8,-5,A
Springfield Amtrak Station,Springfield MA,United States,ZSF,\N,42.106,-72.593054,65,-5,A
Amherst Amtrak Station AMM,Amherst MA,United States,XZK,\N,42.375,-72.511389,258,-5,A
Cape May Ferry Terminal,Cape May NJ,United States,\N,\N,38.9696286,-74.960918,0,-5,A
Lewes Ferry Terminal,Lewes DE,United States,\N,\N,38.781655,-75.119534,0,-5,A
Bar Harbor Yarmouth Ferry Terminal,Bar Harbor ME,United States,\N,\N,44.39917,-68.225,0,-5,A
Yarmouth Ferry Terminal,Yarmouth NS,Canada,\N,\N,43.833227,-66.122653,0,-4,A
Gare de Montreux Railway Station,Montreux,Switzerland,\N,\N,46.435833,6.910278,1280,1,E
London - Kings Cross,London,United Kingdom,QQK,\N,51.5309,-0.1233,72,0,E
Stevenage Railway Station,Stevenage,United Kingdom,XVJ,\N,51.902,-0.207,314,0,E
Peterborough Railway Station,Peterborough,United Kingdom,XVH,\N,52.5748,-0.2502,91,0,E
Pomalaa,Pomalaa,Indonesia,PUM,\N,-4.183333,121.61667,0,8,N
St. Ignace Ferry Dock,St. Ignace MI,United States,\N,\N,45.866405,-84.720254,587,-5,A
Mackinac Island Dock,Mackinac Island MI,United States,\N,\N,45.848801,-84.615927,889,-5,A
YUR'EVETS,YUR'EVETS,Russia,\N,UUIC,57.338582,43.0949,413,3,N
Whittlesford Parkway Rail Station,Whittlesford,United Kingdom,WLF,\N,52.104,0.166,95,0,E
Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,51.96670151,85.83329773,965,7,N
Gryzliny - Lansk,Gryzliny,Poland,\N,EPGR,53.3629,20.204,520,1,E
Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD,43.77119827,-88.48840332,808,-6,A
Waupaca Municipal Airport,Waupaca,United States,PCZ,KPCZ,44.33330154,-89.01979828,840,-6,A
Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE,44.54520035,-89.53029633,1110,-6,A
Mys Shmidta Airport,Mys Shmidta,Russia,\N,UHMI,68.86830139,-179.3730011,20,12,N
Moma Airport,Honuu,Russia,\N,UEMA,66.45085907,143.2615509,656,11,N
Luce County Airport,Newberry,United States,ERY,KERY,46.31119919,-85.45729828,869,-5,A
Forest Lake Airport,Forest Lake,United States,25D,\N,45.2477456,-92.9943853,925,-6,A
Hannover Messe-Heliport,Hannover,Germany,ZVM,\N,52.329035,9.822136,152,1,E
Peenemünde Airport,Peenemunde,Germany,PEF,EDCP,54.15777969,13.77444363,7,1,E
Góraszka Airport,Goraszka,Poland,\N,EPGO,52.18444061,21.28111076,361,1,E
Nusawiru Airport,Nusawiru,Indonesia,\N,WI1A,-7.720389843,108.4899979,16,7,N
Pom Pom Camp,Pom Pom,Botswana,\N,\N,-19.35,22.5,965,2,U
Moremi Crossing,Moremi,Botswana,\N,\N,-19.31,23.08,965,2,U
New Delhi Train Station,New Delhi,India,\N,\N,28.64197,77.2206,708,5.5,N
Agra Cantonment Railway Station,Agra,India,\N,\N,27.1578,77.98993,571,5.5,N
Urumqi Railway Station,Urumqi,China,\N,\N,43.7809,87.585,2844,8,N
Turpan Railway Station,Turpan,China,\N,\N,43.151,88.875,98,8,N
Galion Municipal Airport,Galion,United States,GQQ,KGQQ,40.7533989,-82.72380066,1224,-5,A
Musiara Airstrip,Musiara,Kenya,\N,HKMZ,-1.29861,35.063611,5200,3,U
Tiputini Airport,Tiputini,Ecuador,TPN,SETI,-0.776111007,-75.52639771,997,-5,S
Rio Amazonas Airport,Pastaza,Ecuador,PTZ,SESM,-1.505239964,-78.06269836,3465,-5,S
Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.62189865,-87.41500092,550,-6,A
Oban Rail Station,Oban,United Kingdom,\N,\N,56.4124,-5.4702,0,0,E
Memmingen Rail Station,Memmingen,Germany,\N,\N,47.9878,10.1811,2077,1,E
Ulm Railway Station,Ulm,Germany,\N,\N,48.4,9.9833,1641,1,E
Aachen HBF,Aachen,Germany,\N,\N,50.7667,6.1,873,1,E
Liege-Guillemins Railway Station,Liege,Belgium,XHN,\N,50.6333,5.56667,659,1,E
Bruxelles-Central,Brussels,Belgium,\N,FBCL,50.8411,4.3564,43,1,E
Wyk auf Foehr,Wyk,Germany,OHR,\N,54.411,8.3145,24,1,E
Lompoc Airport,Lompoc,United States,LPC,KLPC,34.66559982,-120.4680023,88,-8,A
Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS,39.97900009,-75.8655014,660,-5,A
Bost Airport,Lashkar Gah,Afghanistan,BST,OABT,31.55970001,64.36499786,2464,4.5,U
Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.74639893,48.81800079,30,4,U
Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ,40.826667,47.7125,935,4,E
Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY,41.562222,46.667221,1279,4,E
Lake Placid Airport,Lake Placid,United States,LKP,KLKP,44.26449966,-73.9618988,1747,-5,A
Long Lake,Long Lake,United States,NY9,\N,43.9750617,-74.42044,1629,-5,A
Tyopliy Klyuch,Khandyga,Russia,KDY,UEMH,62.471,136.505,932,9,N
Magan Airport,Yakutsk,Russia,\N,UEMM,62.103484,129.545288,577,9,N
Zhoubai,Qianjiang,China,JIQ,\N,29.515,108.83,2461,8,N
Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,DEE,YXCM,-36.242155,149.130147,2656,10,N
Wishram Amtrak Station,Wishram,United States,WIH,\N,45.6576,-120.9664,1,-8,A
Lima Allen County Airport,Lima,United States,AOH,KAOH,40.706902,-84.026703,975,-5,A
Sondok Airport,Hamhung,North Korea,DSO,ZKSD,39.745201,127.473999,12,8.5,U
Samjiyon Airport,Samjiyon,North Korea,YJS,\N,41.907167,128.409889,0,8.5,U
Geiranger,Geiranger Fjord,Norway,\N,\N,62.47497646,6.152858734,0,1,E
Gangtok Helipad,Gangtok,India,\N,\N,27.3521,88.6051,1500,5.5,N
Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI,31.15180016,-81.39129639,19,-5,A
Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.77249908,-80.3914032,1253,-5,A
Seaplane Base,Winterhaven,United States,F57,\N,28.0575,-81.7628056,140,-5,A
Georgetown County Airport,Georgetown,United States,GGE,KGGE,33.31169891,-79.31960297,39,-5,A
Hardwick Field,Cleveland,United States,HDI,KHDI,35.2201004,-84.83239746,874,-5,A
Mark Anton Airport,Dayton,United States,2A0,\N,35.48625,-84.9310833,718,-5,A
Jefferson County Airpark,Steubenville,United States,2G2,\N,40.3602179,-80.7008742,1196,-5,A
Renton Municipal Airport,Renton,United States,RNT,KRNT,47.49309921,-122.2160034,32,-8,A
Brackett Field,La Verne,United States,POC,KPOC,34.09159851,-117.7819977,1011,-8,A
Jekyll Island Airport,Jekyll Island,United States,09J,\N,31.0744722,-81.4277778,11,-5,A
CedarKey,Cedar Key,United States,CDK,KCDK,29.1342222,-83.0504722,11,-5,A
Cross City Airport,Cross City,United States,CTY,KCTY,29.63549995,-83.10479736,42,-5,A
Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.6719017,-82.8864975,892,-5,A
Heber City Municipal Airport,Heber,United States,36U,\N,40.4818056,-111.4288056,5637,-7,A
Beech Factory Airport,Wichita,United States,BEC,KBEC,37.69449997,-97.21499634,1408,-6,A
Cherokee County Airport,Canton,United States,47A,\N,34.3122175,-84.4221556,1219,-5,A
Fernandina Beach Municipal Airport,Fernandina Beach,United States,55J,\N,30.6118333,-81.4611944,16,-5,A
Tabing Airport,Padang,Indonesia,PDG,WIMG,-0.874988973,100.3519974,9,7,U
Tom B. David Field,Calhoun,United States,\N,KCZL,34.45539856,-84.93920135,647,-5,A
Habersham County Airport,Cornelia,United States,\N,KAJR,34.49990082,-83.55670166,1448,-5,A
Hamburg Hbf,Hamburg,Germany,ZMB,\N,53.552776,10.006683,30,1,E
Georgetown Municipal Airport,Georgetown,United States,GTU,KGTU,30.67880058,-97.67939758,790,-6,A
Old Rhinebeck Airport,Rhinebeck,United States,\N,NY94,41.9715004,-73.86289978,323,-5,U
Duxford Airport,Duxford,United Kingdom,QFO,EGSU,52.09080124,0.131944001,125,0,E
BLABU,Blankenburg,Germany,\N,\N,51.7946,11.0183,551,1,E
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006,4313,-7,A
Manantali Bengassi Airport ,Bengassi,Mali,\N,GA46,13.25561,-10.50432,538,0,N
Schofields Aerodrome,Schofields,Australia,\N,\N,-33.717389,150.871396,21,10,O
Luray Caverns Airport,Luray,United States,\N,KLUA,38.666944,-78.500556,903,-5,A
Eagle's Nest Airport,Waynesboro,United States,W13,\N,38.076944,-78.944167,1437,-5,A
Great Keppel Is Airport,Great Keppel Island,Australia,GKL,YGKL,-23.18330002,150.9420013,21,10,U
Roper Bar Airport,Roper Bar,Australia,RPB,YRRB,-14.734814,134.525485,92,9.5,U
Mount Garnet Airport,Mount Garnet,Australia,\N,YMRT,-17.70000076,145.1499939,657,10,U
Innisfail Airport,Innisfail,Australia,IFL,YIFL,-17.55940056,146.0119934,46,10,U
Kalaeloa Airport,Kapolei,United States,\N,PHJR,21.3074,-158.070009,30,-10,U
Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.81700134,67.81700134,8367,4.5,N
Changbaishan Airport,Baishan,China,NBS,\N,42.088056,127.548889,2762,8,N
SFO Helicopter,Sausalito,United States,\N,\N,37.87856,-122.512742,13,-8,A
Lewa Airport,Lewa Downs,Kenya,\N,\N,0.1927,37.4725,6250,3,U
Huaorani Ecolodge,Huaorani,Ecuador,\N,\N,-1.0102,-77.1501,1000,-5,U
Chongjin Airport,Chongjin,North Korea,RGO,ZZ07,41.4297,129.6488,0,8.5,U
Moomba Airport,Moomba,Australia,MOO,YOOM,-28.09939957,140.1970062,143,9.5,O
Lublin,Lublin,Poland,LUZ,EPLB,51.239333,22.714083,203,1,E
Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,606,-5,A
Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ,34.8614006,-86.55750275,756,-6,A
Leesburg Executive Airport,Leesburg,United States,JYO,KJYO,39.07799911,-77.55750275,389,-5,A
CNC4,Guelph,Canada,\N,\N,43.563889,-80.196111,1100,-5,A
CNC4,Geulph,Canada,\N,\N,43.563889,-80.196111,1100,-5,A
Anoka County-Blaine Arpt(Janes Field) Airport,Anoka,United States,\N,KANE,45.14500046,-93.21140289,912,-6,U
Robinson Crusoe Airport,San Juan Bautista,Chile,\N,SCIR,-33.66500092,-78.92970276,433,-4,S
Villa Airport,Maamigili,Maldives,VAM,VRMV,3.470555556,72.83583333,6,5,U
Hilton Iru fushi,Maldives Hilton Iru fushi,Maldives,IRU,IRUF,5.7435,73.3249,6,5,U
Dhigurah Centara Grand Maldives,Dhigurah,Maldives,DHG,DHGU,3.5939,72.8834,6,5,U
Beijing Railway Station,Beijing,China,\N,\N,39.5408,116.2516,143,8,N
Chengde Railway Station,Chengde,China,\N,\N,40.965755,117.954019,1083,8,N
Lingling Airport,Yongzhou,China,LLF,ZGLG,26.338661,111.610043,340,8,U
Lošinj Island Airport,Mali Losinj,Croatia,LSZ,LDLO,44.56579971,14.39309978,151,1,E
Onslow Airport,Onslow,Australia,ONS,YOLW,-21.66830063,115.112999,7,8,O
Theodore Airport,Theodore,Australia,TDR,YTDR,-24.99329948,150.0930023,171,10,N
RUDNIKI ,RUDNIKI,Poland,CZW,EPRU,50.884722,19.202222,262,1,E
Williamson Sodus Airport,Williamson,United States,SDC,KSDC,43.23469925,-77.1210022,424,-5,A
Clear Lake Metroport,Clear Lake City,United States,CLC,\N,29.5569,-95.137497,35,-6,A
Gilberto Lavaque,Cafayate,Argentina,CFX,SASC,-26.06245,-65.932095,5523,-3,S
Fairoaks Airport,Fairoaks,United Kingdom,\N,EGTF,51.34809875,-0.558888972,80,0,U
Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.03939819,-105.2259979,5288,-7,A
Neustadt-Glewe Airport,Neustadt-Glewe,Germany,\N,EDAN,53.35972214,11.61527824,115,1,E
Berchtesgarden BKS,Bischofswiesen,Germany,\N,\N,47.62313,12.972214,2297,1,E
Hohe Duene,Warnemuende,Germany,\N,ETMW,54.181438,12.132082,10,1,E
Sannvhe,Tangshan,China,TVS,ZBSN,39.717444,118.002389,25,8,N
Goetsenhoven Air Base,GOETSENHOVEN,Belgium,\N,EBTN,50.78170013,4.957779884,246,1,E
Tutow Airport,Wildenrath,Germany,\N,EDUW,53.92194366,13.21888924,26,1,E
Bremgarten Airport,Bremgarten,Germany,\N,EDTG,47.90277863,7.617777824,696,1,E
Bitburg Airport,Birburg,Germany,BBJ,EDRB,49.945278,6.565,1220,1,U
